User_ID,Movie_ID,Rating,Rating_Date
U000002,MOV112085,4,09-29-23
U000056,MOV109221,4,08-26-16
U000001,MOV103174,3,09-10-24
U000001,MOV114626,5,02-12-22
U000003,MOV111434,3,12-12-24
U000032,MOV107070,3,09-03-19
U000113,MOV111034,5,01-18-23
U000042,MOV116536,5,06-08-25
U000146,MOV109874,3,09-06-19
U000003,MOV107637,5,04-02-23
U000001,MOV100770,3,01-09-25
U000023,MOV105990,4,05-19-18
U000001,MOV100751,2,12-31-22
U000011,MOV113902,5,12-06-16
U000001,MOV115724,3,07-13-25
U000140,MOV104391,4,02-16-24
U000024,MOV119272,4,10-01-25
U000003,MOV119204,5,10-10-25
U000037,MOV119204,5,06-18-25
U000004,MOV119635,5,06-25-22
U000001,MOV100006,5,07-17-21
U000073,MOV119635,4,11-23-25
U000001,MOV100751,3,06-03-22
U000682,MOV100006,4,11-16-17
U000052,MOV111983,4,10-24-25
U000009,MOV102285,2,10-29-24
U000021,MOV100751,4,02-18-18
U000001,MOV119635,3,03-31-25
U002542,MOV117556,4,09-08-25
U000002,MOV100027,5,04-08-25
U000039,MOV113656,2,07-05-22
U000029,MOV100006,4,04-18-23
U000042,MOV116710,2,03-15-21
U000117,MOV100006,1,07-18-22
U000006,MOV103610,5,03-14-20
U000002,MOV105361,2,04-14-16
U000002,MOV104270,5,03-30-20
U000152,MOV100006,4,10-19-21
U000002,MOV100006,4,11-04-20
U000059,MOV113233,5,10-19-24
U000075,MOV117097,4,10-05-16
U000005,MOV117255,4,12-21-25
U000006,MOV105896,4,10-19-25
U001052,MOV107508,4,06-22-25
U000042,MOV110163,2,06-05-22
U000003,MOV108965,3,12-03-22
U000002,MOV119272,3,10-04-22
U000001,MOV100006,3,03-05-19
U000292,MOV114626,2,10-11-25
U000001,MOV111134,4,07-16-20
U000001,MOV119635,4,08-02-23
U002196,MOV119272,1,10-22-25
U000065,MOV114349,5,05-25-22
U000001,MOV114424,4,01-24-20
U000007,MOV105896,3,09-04-23
U003124,MOV108613,2,08-29-19
U000015,MOV100006,3,08-06-24
U000046,MOV105990,3,08-06-17
U000188,MOV100006,4,10-08-24
U000002,MOV109166,4,02-04-25
U000001,MOV111434,4,06-24-20
U000006,MOV115937,4,09-01-21
U004335,MOV113048,5,03-31-23
U000068,MOV107257,4,08-27-18
U000001,MOV119186,2,02-14-16
U000013,MOV101093,2,11-17-23
U000292,MOV101550,3,03-10-23
U000003,MOV105990,4,10-28-20
U000001,MOV118828,5,09-08-19
U000011,MOV103605,4,09-20-20
U000009,MOV106037,5,06-07-24
U000001,MOV110262,5,07-20-24
U000005,MOV113048,4,05-16-19
U000003,MOV110026,5,07-02-25
U000004,MOV110026,2,09-17-25
U000200,MOV114993,4,01-08-23
U000003,MOV105990,3,12-09-21
U000621,MOV117066,4,03-23-19
U000001,MOV103232,5,02-24-25
U000025,MOV119272,5,04-15-18
U000144,MOV100006,4,10-22-25
U000016,MOV111034,4,03-14-21
U000001,MOV119272,4,09-06-20
U000005,MOV116787,4,06-17-18
U000100,MOV109688,4,03-17-25
U000009,MOV113048,3,06-07-25
U000001,MOV112876,5,09-25-18
U000588,MOV100557,3,03-09-17
U000013,MOV113048,3,05-18-25
U000166,MOV109166,4,03-25-20
U000001,MOV117601,4,12-16-21
U000004,MOV100557,4,03-08-23
U000003,MOV100006,3,12-03-20
U002127,MOV110206,2,01-10-23
U000039,MOV112486,5,03-05-24
U000027,MOV100006,1,04-09-23
U000254,MOV111692,3,04-21-25
U000192,MOV117859,2,05-28-20
U000005,MOV119272,3,06-10-20
U000035,MOV119635,3,08-21-18
U000051,MOV105636,5,01-04-18
U000002,MOV104697,4,03-01-25
U000282,MOV102590,3,12-12-24
U000345,MOV106336,5,09-01-24
U000005,MOV100733,3,09-29-23
U000009,MOV111300,4,07-16-18
U000001,MOV119635,3,12-22-23
U000002,MOV107842,4,10-25-25
U000097,MOV114626,4,07-07-21
U000002,MOV113048,4,03-04-17
U000071,MOV100006,2,08-31-21
U000024,MOV100006,5,09-28-19
U000011,MOV107577,4,09-11-23
U000050,MOV105990,5,09-10-20
U000001,MOV108508,4,08-16-19
U000004,MOV105990,4,07-15-23
U000030,MOV100006,2,05-17-22
U000006,MOV119635,1,12-25-25
U000035,MOV106635,4,09-06-17
U000596,MOV116993,3,11-18-23
U002266,MOV114993,3,05-24-23
U000032,MOV103125,5,01-26-21
U000020,MOV116181,5,01-25-15
U000018,MOV100006,5,10-16-24
U000001,MOV100006,5,08-06-20
U000002,MOV103017,5,03-29-18
U000001,MOV116663,2,11-02-23
U000049,MOV101539,4,07-14-25
U000524,MOV112091,2,10-22-25
U004238,MOV108434,4,02-06-21
U000817,MOV100006,4,11-14-19
U000242,MOV113483,5,12-29-24
U000001,MOV109826,4,06-28-25
U000045,MOV110026,4,01-06-25
U000001,MOV109906,3,10-25-25
U000004,MOV106225,3,10-27-20
U002016,MOV107306,3,07-04-23
U000008,MOV117948,4,02-09-25
U000588,MOV118556,4,03-01-25
U001057,MOV119272,2,11-25-15
U000003,MOV119635,4,04-01-25
U000004,MOV101108,2,11-21-22
U000154,MOV105990,4,12-20-23
U000003,MOV109107,4,05-20-21
U000031,MOV105990,4,04-04-15
U000002,MOV119635,5,06-23-24
U000001,MOV103596,1,05-16-23
U000237,MOV105990,3,03-31-25
U000002,MOV115516,2,05-13-22
U002834,MOV112147,1,12-09-23
U000037,MOV113048,3,04-18-15
U000003,MOV112981,2,02-06-25
U000002,MOV100006,4,11-29-19
U000016,MOV111071,5,08-08-16
U000013,MOV100006,4,11-10-19
U000001,MOV100006,3,09-07-25
,MOV107262,4,02-28-19
U000011,MOV106333,3,10-29-17
U000074,MOV102672,3,07-23-23
U000009,MOV106710,3,08-31-25
U000014,MOV119660,4,12-27-24
U000025,MOV115212,4,09-30-19
U000001,MOV106408,2,11-25-25
U000269,MOV109140,3,01-09-24
U003656,MOV112114,4,05-11-24
U000001,MOV112987,2,10-11-22
U000016,MOV105990,4,03-19-15
U000013,MOV114008,4,06-21-23
U000001,MOV112297,5,07-23-20
U000008,MOV110044,3,02-09-25
U000042,MOV106037,4,07-18-21
U000002,MOV103621,1,03-16-25
U000041,MOV111507,4,10-08-21
U000694,MOV100006,4,03-20-23
U000009,MOV100006,4,11-19-21
U000653,MOV100486,4,09-20-16
U000007,MOV100006,2,06-23-23
U000002,MOV101108,5,07-20-21
U000226,MOV109221,5,11-16-17
U000007,MOV110828,4,02-25-15
U000226,MOV101108,4,09-24-23
U001403,MOV119635,4,08-04-22
U000024,MOV105990,1,02-15-25
U000043,MOV107531,3,09-09-23
U000006,MOV105482,3,09-10-23
U000020,MOV100491,4,02-05-25
U000017,MOV103577,3,12-15-23
U000001,MOV113766,3,10-04-17
U000005,MOV117421,4,12-20-15
U000010,MOV113048,5,05-28-24
U000004,MOV103643,3,09-01-20
U000029,MOV106689,5,04-12-19
U000001,MOV101034,4,01-05-22
U000013,MOV106940,5,07-20-25
U000002,MOV116549,4,02-04-22
U000001,MOV100006,4,06-26-20
U000025,MOV109074,5,12-29-23
U000073,MOV114896,3,08-09-20
,MOV101492,4,01-13-24
U000102,MOV101108,3,01-02-18
U000005,MOV104697,4,10-08-21
U000011,MOV100016,3,
U000001,MOV119635,5,03-25-19
U000001,MOV105482,4,08-24-18
U000009,MOV104235,4,11-22-25
U000720,MOV118074,4,12-08-25
U000285,MOV101108,3,08-06-25
U000005,MOV103579,3,04-08-23
U003833,MOV100006,4,02-21-23
U000012,MOV100006,4,04-03-15
U000049,MOV100557,3,01-26-21
U000006,MOV112232,4,01-16-21
U000035,MOV100006,4,07-09-24
U000457,MOV100006,5,11-14-25
U000002,MOV100006,4,05-01-25
U000016,MOV101840,2,09-18-21
U002236,MOV117936,4,12-16-25
U000006,MOV100006,1,03-27-23
U000042,MOV101108,4,09-03-25
U001429,MOV119162,3,01-24-23
U000052,MOV116685,5,05-28-20
U000312,MOV112306,3,08-25-22
U000096,MOV101566,2,07-21-25
U000003,MOV119272,2,04-04-23
U000029,MOV119272,3,05-29-22
U001218,MOV111574,5,03-30-25
U000001,MOV105990,5,12-25-16
U000002,MOV103091,5,11-04-22
U000002,MOV119695,3,02-14-22
U000002,MOV114365,4,09-10-21
U000015,MOV105174,,08-20-18
U000002,MOV106388,3,10-25-24
U000001,MOV114626,3,03-11-20
U000002,MOV114626,2,07-06-16
U000001,MOV110026,5,02-10-25
U000001,MOV113048,2,05-06-21
U000001,MOV114369,5,08-25-20
U000013,MOV108371,5,04-02-21
U000566,MOV117793,3,06-29-23
U000009,MOV102460,4,08-23-16
U000865,MOV100006,5,04-28-25
U000002,MOV100006,4,11-09-22
U000012,MOV104436,3,08-28-21
U000002,MOV113048,4,09-25-22
U000697,MOV110809,4,10-19-22
U000001,MOV113048,4,12-09-24
U000001,MOV119635,5,02-20-25
U003363,MOV100006,4,09-04-22
U003650,MOV117948,4,09-23-15
U000003,MOV101539,2,11-04-20
U000001,MOV119635,4,07-03-25
U000002,MOV101751,2,05-16-20
U000005,MOV108836,4,11-23-25
U000008,MOV112912,3,06-03-22
U000153,MOV103675,5,08-08-15
U000262,MOV105990,4,06-29-24
U000001,MOV113048,3,04-30-24
U000031,MOV108419,3,02-06-22
U000026,MOV118556,4,05-06-25
U000005,MOV115434,5,08-29-23
U000084,MOV105990,4,03-15-24
U000230,MOV109280,1,05-08-22
U002241,MOV109221,5,05-15-25
U001129,MOV119635,3,03-12-23
U000002,MOV110985,4,10-09-22
U000006,MOV116109,4,07-04-25
U000464,MOV109602,4,03-05-20
U000033,MOV119635,3,11-18-25
U000349,MOV109824,3,05-14-21
U000007,MOV117235,5,01-25-23
U002659,MOV100006,4,08-21-21
U000254,MOV105990,2,04-08-23
U000005,MOV112803,3,10-26-25
U000004,MOV108506,4,02-11-24
U000111,MOV119660,3,12-31-23
U000011,MOV110790,5,02-12-21
U000001,MOV106827,4,09-04-23
U000004,MOV114993,4,01-10-22
U000351,MOV100017,5,04-24-23
U000002,MOV108263,4,04-05-23
U000005,MOV114909,2,09-27-24
U000116,MOV119272,4,04-01-20
U000001,MOV109993,5,12-16-23
U000047,MOV109514,4,04-17-24
U000009,MOV100006,4,05-23-22
U000003,MOV100006,1,07-10-19
U002188,MOV105644,3,07-16-25
U001420,MOV106453,2,03-27-25
U000068,MOV110726,4,01-11-23
U000005,MOV101514,4,02-01-20
U000017,MOV114626,1,12-25-23
U000003,MOV119635,3,11-21-21
U000002,MOV103147,1,02-11-25
U000001,MOV107335,5,01-30-21
U001542,MOV109340,4,01-20-21
U000005,MOV100006,4,05-31-21
U000165,MOV119272,4,11-28-21
U000005,MOV100006,4,11-26-19
U000003,MOV100006,2,07-14-25
U001083,MOV100006,4,11-28-18
U000001,MOV100006,5,03-19-19
U000014,MOV119635,5,04-27-22
U000011,MOV103328,4,09-22-20
U000036,MOV105644,2,02-15-23
U002840,MOV105077,4,01-21-23
U000236,MOV114626,4,01-26-22
U000001,MOV112634,5,11-29-25
U000045,MOV110128,4,07-05-22
U002186,MOV111159,2,09-25-21
U000286,MOV109166,3,01-24-25
U000009,MOV116203,4,03-03-22
U000004,MOV114626,3,04-27-25
U000001,MOV109798,3,02-08-24
U000003,MOV100006,4,05-13-25
U000002,MOV113766,3,07-11-24
U000040,MOV118035,4,07-20-21
U000001,MOV100557,4,03-05-19
U000077,MOV111824,3,03-13-25
U000001,MOV103125,4,01-24-23
U000049,MOV105990,4,12-04-21
U000001,MOV119635,4,12-28-25
U000001,MOV100006,4,10-11-24
U000103,MOV100006,3,09-19-20
U000001,MOV100006,3,03-04-16
U000024,MOV100006,5,10-26-18
U000004,MOV113015,4,02-08-25
U000008,MOV104389,3,03-03-20
U000006,MOV100557,3,11-11-24
U000082,MOV101682,3,11-17-20
U000007,MOV108878,3,10-17-19
U000225,MOV118290,3,05-12-25
U003377,MOV103610,2,06-04-17
U000007,MOV109221,3,12-14-24
U000678,MOV115420,5,10-14-20
U002741,MOV105990,4,07-04-18
U000013,MOV100006,5,04-18-18
U000001,MOV105536,4,09-01-21
U001572,MOV107386,2,05-08-24
U000016,MOV105990,4,02-28-22
U000001,MOV100006,3,11-28-19
U000001,MOV100006,3,05-02-20
U000023,MOV107319,5,05-23-18
U000011,MOV119103,4,12-09-18
U000002,MOV100713,5,06-28-25
U000001,MOV118904,4,03-25-23
U000005,MOV107772,5,05-29-19
U000001,MOV110026,3,09-23-23
U000885,MOV112232,4,12-24-22
U000002,MOV103949,5,09-11-22
U000006,MOV111595,4,10-21-23
U000001,MOV119635,3,09-30-21
U000008,MOV101108,4,01-14-25
U000066,MOV106898,3,04-17-20
U000058,MOV119272,2,02-13-20
U000001,MOV104244,5,11-26-22
U000014,MOV114626,5,06-18-25
U000064,MOV109658,4,10-11-21
U000049,MOV116710,4,04-19-23
U000001,MOV114626,3,11-28-23
U000005,MOV111306,5,09-04-24
U000001,MOV119272,1,12-03-24
U000022,MOV103334,2,11-12-25
U002816,MOV100006,3,05-22-24
U000037,MOV105896,5,05-10-21
U000222,MOV100208,2,04-23-20
U000179,MOV100006,4,04-20-24
U000003,MOV100751,5,09-09-25
U000001,MOV106308,5,09-18-16
U000003,MOV101840,4,04-23-23
U000021,MOV100006,5,05-22-22
U000009,MOV117349,4,04-11-16
U000001,MOV100006,1,06-25-25
U000001,MOV100006,5,12-22-21
U000008,MOV101108,4,09-11-25
U001036,MOV119635,4,07-08-15
U000005,MOV114313,4,03-10-23
U003415,MOV102303,1,10-27-25
U000710,MOV118558,3,03-17-25
U000007,MOV110306,1,07-09-25
U000001,MOV119635,4,04-03-18
U000016,MOV114161,4,12-29-21
U000008,MOV100006,5,02-28-22
U000063,MOV102309,4,02-21-24
U000001,MOV105896,4,10-27-24
U000001,MOV114993,3,12-15-21
U000304,MOV100006,4,10-12-19
U000002,MOV100006,3,12-25-21
U000035,MOV105990,4,05-08-19
U000476,MOV119021,3,12-13-25
U000210,MOV105482,4,10-20-21
U000191,MOV100006,3,10-17-17
U002270,MOV114993,4,04-02-25
U000057,MOV114993,4,11-08-23
U000002,MOV100557,3,08-01-23
U000201,MOV114626,4,02-05-23
U000002,MOV100006,2,02-17-17
U000227,MOV113615,3,04-24-23
U000004,MOV118813,1,02-03-19
U002885,MOV100006,2,03-20-23
U000001,MOV119635,3,10-15-21
U000008,MOV100006,4,07-25-15
U000001,MOV105657,4,11-29-24
U000001,MOV107070,4,05-08-25
U000003,MOV103605,4,04-27-24
U001704,MOV119635,5,11-19-24
U000003,MOV105990,4,04-26-25
U000297,MOV101108,1,09-02-23
U000008,MOV106037,4,06-23-25
U003964,MOV105764,4,11-22-24
U000004,MOV101202,4,07-20-17
U000003,MOV119204,4,05-29-24
U000002,MOV113048,4,07-15-18
U000002,MOV119635,3,07-08-21
U000001,MOV115927,5,12-31-19
U000001,MOV106689,4,07-14-22
U000003,MOV104141,5,01-05-24
U000004,MOV101391,4,01-18-21
U000001,MOV100792,4,06-02-15
U000019,MOV113223,3,01-31-21
U000009,MOV110828,4,04-30-20
U000002,MOV100006,4,08-07-22
U000539,MOV114993,5,06-20-25
U000001,MOV114629,4,05-19-19
U000471,MOV106026,3,06-11-21
U000101,MOV116710,3,06-26-25
U000005,MOV110790,4,07-03-23
U000050,MOV110023,5,02-12-25
U000007,MOV119635,4,06-19-16
U000016,MOV114420,4,06-29-19
U000024,MOV112545,3,10-31-22
U000004,MOV117948,4,04-13-25
U000199,MOV100006,4,07-31-21
U000051,MOV101108,4,08-11-23
U000001,MOV106710,3,01-03-25
U000007,MOV114993,4,08-29-15
U000002,MOV102801,5,09-22-23
U000005,MOV119294,1,03-08-22
U000001,MOV104751,4,04-19-23
U000038,MOV116106,3,11-28-19
U000011,MOV111029,3,07-31-21
U000002,MOV100006,4,05-06-23
U000019,MOV100006,2,02-21-25
U000002,MOV105482,1,06-20-16
U000032,MOV109465,1,05-31-24
U000014,MOV109092,3,12-15-17
U000015,MOV119635,2,04-28-25
U000003,MOV116580,2,03-22-20
U000013,MOV113048,3,12-30-20
U000004,MOV113405,4,11-14-24
U000060,MOV119635,3,09-30-25
U000002,MOV118556,4,09-14-21
U000001,MOV116956,5,03-10-24
U000006,MOV100006,5,05-20-25
U000004,MOV105153,3,03-15-23
U000011,MOV114993,2,08-11-21
U000022,MOV119635,4,12-11-25
U000003,MOV100006,3,11-04-20
U000001,MOV104979,4,01-19-24
U000076,MOV119635,4,05-31-19
U000002,MOV119635,5,10-21-18
U000019,MOV117851,4,10-10-20
U000005,MOV106037,3,04-20-25
U000004,MOV105990,4,07-17-19
U000002,MOV110868,3,10-24-22
U000065,MOV119204,5,10-27-25
U000012,MOV107070,4,04-11-22
U000079,MOV103610,1,04-21-25
U000001,MOV119272,5,11-15-21
U000011,MOV114784,3,08-05-19
U000115,MOV110026,5,04-07-18
U000021,MOV110260,4,07-13-19
U000001,MOV111137,3,07-03-17
U000003,MOV119186,5,03-23-24
U000001,MOV108513,5,05-27-21
U000001,MOV100006,4,03-23-22
U000001,MOV100713,4,09-04-24
U000001,MOV119635,4,10-30-19
U000003,MOV105174,4,11-16-25
U000065,MOV114816,4,10-30-25
U000140,MOV102179,1,09-01-24
U000002,MOV100374,5,04-29-23
U000002,MOV113149,3,10-31-23
U000010,MOV102151,4,08-13-24
U000034,MOV119635,5,07-15-24
U000002,MOV117326,4,11-30-24
U000005,MOV118261,4,11-29-23
U000001,MOV118145,4,08-08-20
U000008,MOV105990,5,07-25-25
U000003,MOV105896,4,09-12-20
U000001,MOV104768,4,07-17-24
U000001,MOV109223,2,08-15-20
U000204,MOV113048,3,07-25-21
U001311,MOV101108,2,09-22-18
U000001,MOV119635,5,02-04-25
U000050,MOV104673,5,07-14-25
U000004,MOV102874,3,09-13-25
U000014,MOV109140,4,03-06-16
U000008,MOV100006,4,10-20-21
U000007,MOV112462,4,04-08-23
U000001,MOV119272,3,06-23-24
U002075,MOV100006,2,08-07-19
U000008,MOV108990,3,10-04-22
U002399,MOV114626,4,02-01-25
U000005,MOV114360,5,05-15-15
U000233,MOV100006,4,02-23-18
U000619,MOV119419,4,08-23-15
U000007,MOV100006,4,02-08-16
U000001,MOV100557,2,12-31-19
U000003,MOV112232,1,06-23-21
U000001,MOV112903,5,09-25-24
U000097,MOV109212,4,04-18-20
U000003,MOV100006,4,01-05-18
U000006,MOV118543,4,01-06-16
U000030,MOV114626,3,07-07-21
U001452,MOV112083,5,12-06-25
U000001,MOV103232,5,10-14-23
U000049,MOV111159,2,08-23-15
U000081,MOV100557,2,05-13-25
U001733,MOV101108,3,03-15-19
U000003,MOV110040,4,10-18-24
U000001,MOV100006,1,10-13-17
U000006,MOV100006,2,03-19-22
U000011,MOV105192,4,08-06-22
U004305,MOV119475,5,11-08-25
U004025,MOV110978,4,02-28-18
U000004,MOV109602,3,03-15-24
U000004,MOV105764,4,04-04-23
U000043,MOV100006,4,12-09-20
U000017,MOV106458,5,03-17-22
U000002,MOV105644,5,12-12-25
U000002,MOV119204,2,11-20-25
U001707,MOV118298,5,07-09-22
U000001,MOV100006,3,11-25-25
U000005,MOV107452,5,06-03-22
U000005,MOV105990,4,11-23-25
U000372,MOV118556,5,03-06-25
U000026,MOV106333,2,07-12-25
U000001,MOV118027,3,10-16-21
U000002,MOV112472,4,07-19-23
U000002,MOV105990,5,05-05-25
U000001,MOV109703,3,12-28-20
U000001,MOV109164,4,04-25-25
U000011,MOV114257,2,11-15-15
U002212,MOV109748,3,10-26-19
U000001,MOV103420,1,02-19-24
U000633,MOV100006,5,05-27-17
U000008,MOV119635,4,12-03-23
U000105,MOV102289,3,07-03-20
U000001,MOV110394,2,11-24-19
U000001,MOV102765,4,08-05-24
U000004,MOV113418,4,12-20-24
U000030,MOV115887,3,11-02-24
U000004,MOV101108,2,02-27-24
U000001,MOV109166,4,05-19-25
U000045,MOV114993,2,05-08-24
U000006,MOV111282,3,02-22-21
U000014,MOV101108,4,01-19-17
U000014,MOV119272,2,07-21-25
U001291,MOV103334,2,04-18-19
U000002,MOV100006,4,05-29-18
U000001,MOV111434,3,07-30-22
U000001,MOV100006,3,03-18-22
U000031,MOV118556,1,10-18-25
U000018,MOV116140,3,05-27-25
U000006,MOV101202,2,10-19-16
U000167,MOV104875,5,04-21-21
U000001,MOV100192,4,08-26-24
U000002,MOV100006,4,08-07-19
U002158,MOV110168,3,07-01-22
U000148,MOV105990,4,05-21-24
U000031,MOV100006,5,07-25-24
U000171,MOV100006,4,03-05-19
U000021,MOV113741,1,11-25-19
U000001,MOV118474,3,03-18-25
U000001,MOV113835,5,07-30-24
U000004,MOV100006,4,04-25-20
U000008,MOV100751,3,11-18-17
U000605,MOV110790,3,05-07-19
U000170,MOV119635,1,07-03-17
U000007,MOV106206,3,07-17-24
U000057,MOV107282,2,03-04-21
U000001,MOV101290,3,02-24-25
U002641,MOV100006,1,04-24-22
U000001,MOV111141,5,11-19-22
U004324,MOV105561,1,10-07-18
U000004,MOV113048,4,11-14-25
U000002,MOV113048,4,09-12-23
U003459,MOV100006,4,04-20-24
U000008,MOV113304,4,03-21-24
U000071,MOV108383,4,03-15-25
U000089,MOV106981,3,05-07-24
U000001,MOV112046,4,06-09-22
U000001,MOV112472,2,05-21-15
U000007,MOV100006,3,04-02-20
U000012,MOV114626,3,07-02-22
U000010,MOV119635,5,04-19-25
U000062,MOV103768,5,09-14-25
U000096,MOV119615,2,02-07-24
U000077,MOV101409,4,05-20-21
U000001,MOV108792,5,02-02-21
U000006,MOV109890,4,05-27-20
U000008,MOV118543,5,07-15-24
U000003,MOV100006,4,09-18-23
U000330,MOV119204,3,06-15-16
U000004,MOV109221,4,05-17-19
U000140,MOV100006,1,11-12-24
U000111,MOV100006,4,01-09-19
U000001,MOV103308,4,06-14-21
U000065,MOV119272,5,05-03-25
U000050,MOV110998,4,08-03-23
U000167,MOV100006,4,08-22-25
U002316,MOV110995,3,07-12-24
U000011,MOV100495,3,07-16-16
U000009,MOV113766,4,10-30-23
U001825,MOV118923,3,10-04-21
U000166,MOV114626,1,10-23-18
U000001,MOV100006,4,05-12-21
U000003,MOV112903,4,04-04-24
U000011,MOV118913,5,
U000003,MOV100006,4,09-11-21
U003518,MOV100006,5,03-31-22
U000009,MOV118441,4,02-02-24
U000014,MOV119660,3,12-20-19
U000050,MOV113048,3,11-01-19
U000001,MOV101108,4,01-30-25
U000238,MOV107491,3,05-12-20
U000001,MOV100491,4,12-02-25
U000059,MOV114626,3,08-10-23
U000050,MOV109840,4,07-22-20
U000560,MOV103605,4,05-24-23
U001762,MOV115425,4,05-23-20
U000002,MOV113766,4,08-01-25
U000007,MOV119667,3,08-30-18
U000012,MOV111159,1,11-09-25
U000005,MOV116835,4,09-22-24
U000001,MOV119635,5,01-08-17
U000006,MOV104472,1,12-23-23
U000730,MOV116056,4,06-06-23
U000307,MOV104900,4,12-09-24
U000002,MOV119272,4,11-28-16
U000375,MOV117511,4,06-29-16
U000007,MOV105896,4,06-28-18
U000031,MOV105483,2,10-02-23
U000003,MOV116564,3,08-27-25
U000010,MOV119635,2,06-06-18
U000007,MOV117251,3,07-20-23
U000006,MOV102611,4,10-13-24
U000035,MOV111134,2,01-18-24
U000005,MOV105990,4,10-10-19
U000023,MOV113048,3,02-08-21
U001434,MOV119635,4,07-11-20
U000001,MOV100006,3,09-25-25
U000006,MOV101202,4,04-22-22
U000002,MOV110790,3,
U000007,MOV104979,5,06-09-25
U000002,MOV111885,5,08-09-25
U001143,MOV100713,4,08-04-20
U000033,MOV100006,4,03-20-24
U000001,MOV118828,4,09-14-24
U000406,MOV100006,4,02-11-20
U001272,MOV104270,5,08-18-15
U000002,MOV103605,4,08-30-23
U000009,MOV114710,3,03-24-22
U000004,MOV106251,,06-21-21
U000002,MOV110351,2,
U000003,MOV100006,5,08-01-23
U000119,MOV100006,3,12-29-23
U000002,MOV106850,4,01-19-24
U000062,MOV110026,5,01-21-25
U000007,MOV118879,5,01-18-25
U000002,MOV113313,4,10-22-23
U000004,MOV104697,4,05-26-24
U000775,MOV116181,3,03-09-20
U000007,MOV114050,4,03-06-25
U000951,MOV119635,2,10-03-15
U000013,MOV106165,5,08-20-22
U000001,MOV104672,4,06-18-24
U001233,MOV114626,3,04-29-25
U000117,MOV100006,1,09-16-24
U000006,MOV100006,3,06-20-23
U000001,MOV105536,3,07-30-25
U000215,MOV114601,5,10-11-24
U000059,MOV112097,3,05-14-21
U000645,MOV112461,4,08-16-20
U000003,MOV105861,2,
U000304,MOV109993,3,09-25-19
U001038,MOV102007,4,09-01-22
U000003,MOV116580,4,02-03-19
U000001,MOV100158,4,06-14-21
U000003,MOV119635,4,02-23-19
U000087,MOV109481,2,08-13-25
U000044,MOV105487,3,10-27-25
U001293,MOV106689,2,09-15-15
U000044,MOV107972,5,03-25-20
U000027,MOV101525,3,03-15-18
U000102,MOV101202,4,04-15-23
U000005,MOV100006,3,09-07-24
U000588,MOV119272,3,
U000779,MOV114391,4,07-21-25
U000019,MOV109221,5,06-04-25
U000147,MOV102864,4,12-03-23
